greeter	screener	dispenser	medic	resources	throughput	time
4	12	34	5	55	2449.0	24.398197293
5	12	34	4	55	2573.0	29.530521468
15	1	38	1	55	2865.0	37.3702787248
5	12	38	2	57	2818.66666667	32.4973338229
12	6	38	1	57	2891.66666667	50.1759579135
15	1	38	4	58	2869.0	37.0514297506
16	3	38	1	58	2918.0	37.7651716732
4	12	38	5	59	2442.0	23.6959013248
5	12	38	4	59	2891.66666667	24.6164882442
18	1	38	2	59	2894.33333333	34.6183346005
16	3	38	2	59	2941.33333333	36.7476867401
4	12	38	6	60	2437.66666667	23.6651895379
5	12	38	5	60	2882.0	24.2253031407
4	12	34	11	61	2466.66666667	23.9126817089
5	12	38	6	61	2871.0	23.987143596
18	3	38	2	61	2940.0	36.5307809005
16	3	38	4	61	2944.33333333	36.7689879964
18	6	38	1	63	3011.33333333	43.8108557596
15	1	47	1	64	2974.0	35.4124834574
18	6	38	2	64	2990.0	38.3280727398
4	12	38	11	65	2438.66666667	23.6617383426
15	1	47	2	65	2972.66666667	35.4105440073
5	12	47	1	65	3053.33333333	44.5787284098
5	12	47	2	66	3032.0	35.9565672063
12	6	47	1	66	3357.0	38.5286106145
18	1	47	1	67	3443.33333333	31.7648851227
16	3	47	1	67	3506.66666667	32.0744037988
5	12	47	4	68	3016.33333333	23.1898884873
18	1	47	2	68	3463.66666667	31.2842794168
8	12	47	1	68	3588.33333333	54.2364392611
5	12	47	5	69	3034.33333333	22.7038252464
6	12	47	4	69	3328.66666667	27.6053810068
20	1	47	1	69	3537.66666667	30.2375972007
9	12	47	1	69	3635.33333333	44.8895785413
5	12	47	6	70	3037.66666667	22.5086906784
6	12	47	5	70	3306.0	26.3200863423
20	1	47	2	70	3519.33333333	30.1859644975
9	12	47	2	70	3576.66666667	37.1940512099
5	12	47	7	71	3035.66666667	22.4248552219
6	12	47	6	71	3299.0	25.126936988
6	12	47	7	72	3299.0	24.5001413788
8	12	47	5	72	3530.33333333	30.0903106486
22	3	47	1	73	3562.0	34.5745603427
18	6	47	2	73	3594.33333333	35.8071105353
9	12	47	6	74	3577.66666667	31.2645189043
22	3	47	4	76	3558.33333333	30.6863804635
5	12	55	5	77	3052.66666667	22.6749734667
5	20	47	5	77	3083.0	23.4903046549
18	3	55	1	77	3879.33333333	30.5888175797
6	20	47	5	78	3558.66666667	25.3306302748
20	1	55	2	78	3714.33333333	28.8818800489
18	3	55	2	78	3856.33333333	29.2244650304
16	6	55	1	78	4010.66666667	48.5987808897
5	20	47	7	79	3088.66666667	22.2188330224
16	6	55	2	79	3963.66666667	32.1859966229
6	20	47	7	80	3582.33333333	22.1528694487
8	20	47	5	80	3617.66666667	28.008488707
8	12	55	5	80	3668.33333333	28.7597871464
22	1	55	2	80	3746.66666667	29.1821566961
18	6	55	1	80	4128.33333333	38.9016014083
9	12	55	5	81	3905.66666667	28.8413686756
16	6	55	4	81	4032.33333333	30.0175285812
18	6	55	2	81	4215.0	35.0879008933
8	20	47	7	82	3611.66666667	25.6878175655
22	3	55	2	82	4000.0	28.8690580181
16	6	55	5	82	4014.66666667	29.9163243289
18	6	57	1	82	4239.33333333	39.3914426979
18	6	55	4	83	4067.33333333	30.2011313987
18	6	57	2	83	4239.33333333	31.0612578065
22	3	55	4	84	4051.0	27.693982771
22	3	57	2	84	4094.0	29.4006591481
18	6	55	5	84	4128.66666667	29.7896810611
6	20	55	4	85	3687.66666667	25.0079375972
18	6	57	4	85	4365.0	28.2151451833
18	6	60	1	85	4394.0	37.4208782423
12	12	60	1	85	4451.66666667	46.2916918717
6	20	55	5	86	3694.33333333	24.1119250342
22	3	57	4	86	4058.66666667	27.7599008332
18	6	60	2	86	4441.66666667	32.2249340412
8	17	60	1	86	4487.0	40.6634330514
22	6	57	2	87	4314.66666667	28.0556507464
20	6	60	1	87	4507.33333333	38.1296113815
6	20	57	5	88	3685.66666667	22.0841850483
8	20	55	5	88	4165.0	25.2316981231
18	6	60	4	88	4447.33333333	27.4176634765
6	20	57	6	89	3680.66666667	21.9234458566
6	17	60	6	89	3694.0	22.746252665
8	20	55	6	89	4193.0	24.2423047834
8	20	57	4	89	4407.0	25.3282875737
8	17	60	4	89	4470.33333333	28.0135419189
8	20	60	1	89	4528.66666667	44.9160718132
6	17	60	7	90	3682.0	20.7911336123
8	20	55	7	90	4176.33333333	22.1612106083
8	20	57	5	90	4324.33333333	22.7415190761
9	17	60	4	90	4484.66666667	28.248070262
12	17	60	1	90	4581.0	39.0792426542
8	20	57	6	91	4384.33333333	21.3899791243
9	17	60	5	91	4442.33333333	25.7663257661
9	17	60	6	92	4434.66666667	24.1277022566
15	12	60	5	92	4510.0	30.9299412985
6	20	60	7	93	3692.0	20.8642447544
8	20	60	5	93	4461.33333333	25.6714858638
12	17	60	4	93	4562.66666667	35.4391038622
8	20	60	6	94	4462.33333333	27.0755851577
9	20	60	6	95	4517.0	25.1667741344
12	17	60	6	95	4545.33333333	30.1212205056
8	26	60	1	95	4551.0	32.0583499772
12	17	60	7	96	4572.33333333	27.8473056538
6	20	60	11	97	3682.33333333	20.5862358459
9	17	60	11	97	4510.33333333	23.2894548027
16	17	60	4	97	4694.33333333	36.8558186692
6	26	60	6	98	3703.33333333	21.1208859106
8	26	60	4	98	4625.33333333	22.0528304987
6	17	60	16	99	3689.0	20.520856847
8	20	60	11	99	4468.66666667	20.9311461856
8	26	60	6	100	4552.66666667	20.6636450808
8	26	60	7	101	4590.66666667	19.3977084271
18	17	60	6	101	4667.66666667	29.0848233257
18	17	60	7	102	4647.33333333	28.0544706874
8	26	60	11	105	4539.0	19.3380472089
31	17	60	5	113	4678.66666667	29.2359114747
31	17	60	6	114	4676.66666667	27.6502485288
8	26	60	21	115	4554.0	19.268330084
31	17	60	16	124	4657.33333333	26.6799192954
18	26	60	21	125	4629.66666667	25.5382095558
12	39	60	16	127	4636.0	22.2216356002
16	39	60	16	131	4591.66666667	20.2766297067
13	37	60	21	131	4627.33333333	21.5010116562
22	39	60	11	132	4594.0	21.4139282625
30	39	60	5	134	4699.0	32.1269278436
25	39	60	11	135	4646.0	22.1397343895
16	39	60	21	136	4599.66666667	20.5395475354
18	50	60	11	139	4663.0	21.8597499723
25	39	60	16	140	4597.0	19.7273893561
22	39	60	21	142	4591.0	19.6843297342
18	50	60	16	144	4615.0	18.5227700328
30	39	60	16	145	4682.33333333	20.3181203012
18	50	60	21	149	4627.33333333	18.2646134676
30	39	60	21	150	4707.66666667	20.3348632054
21	50	60	21	152	4596.66666667	17.5153367718
22	51	60	21	154	4514.33333333	17.3142720605
31	50	60	21	162	4547.0	17.4738101137
30	51	60	21	162	4635.33333333	17.4740090901
