greeter	screener	dispenser	medic	resources	throughput	time
6	6	38	2	52	2592.0	38.4524544086
7	6	38	1	52	2800.0	41.5592991389
12	1	38	1	52	2873.33333333	45.2819395707
6	12	30	5	53	2269.66666667	31.8554140925
7	6	38	2	53	2806.0	38.4092830159
8	6	37	2	53	2859.0	38.5131392801
12	1	38	2	53	2872.0	41.6374883019
5	6	38	5	54	2339.66666667	33.5758491991
6	6	37	5	54	2582.0	35.4181493785
4	12	38	2	56	2445.33333333	29.6380458752
7	6	38	5	56	2780.0	36.1318579557
5	12	37	2	56	2807.33333333	36.1361194825
12	1	41	2	56	3062.33333333	40.6165762278
6	12	37	2	57	2759.33333333	29.4848842301
5	12	38	2	57	2860.66666667	31.8808801558
8	6	38	5	57	2866.66666667	37.9137696444
4	12	37	5	58	2450.0	24.0155122192
9	6	38	5	58	2934.66666667	38.4855485772
9	6	41	2	58	3118.66666667	39.9006309185
4	12	38	5	59	2448.0	23.8193740428
4	12	37	6	59	2452.33333333	23.9848291812
5	12	37	5	59	2839.66666667	24.5505975944
5	12	41	1	59	2999.33333333	39.0076407565
4	12	38	6	60	2448.33333333	23.7821776263
4	12	37	7	60	2452.0	23.9158047897
5	12	37	6	60	2811.0	24.4033622173
5	12	38	5	60	2850.33333333	25.2465205017
5	12	41	2	60	3019.66666667	28.4502276221
6	12	41	1	60	3022.0	39.4837677868
16	1	41	2	60	3120.33333333	40.8112690484
5	12	38	6	61	2880.33333333	24.4119790738
6	12	38	5	61	2942.66666667	27.2002087001
6	12	41	2	61	3100.0	33.0612181017
6	12	38	6	62	2954.33333333	27.4031313609
6	12	38	7	63	2920.0	26.9092506961
9	12	41	1	63	3136.33333333	54.0242922574
5	12	41	6	64	3027.66666667	22.7390269813
6	12	41	5	64	3107.66666667	25.8917701799
5	12	41	7	65	3037.0	22.6454444874
6	12	41	6	65	3140.66666667	25.464555883
6	12	41	7	66	3124.0	25.2758917151
7	12	41	6	66	3154.33333333	28.725435408
6	12	47	1	66	3536.0	43.034056833
6	12	47	2	67	3436.33333333	32.2454633702
7	12	47	1	67	3595.0	43.0600663942
7	12	47	2	68	3552.0	32.5740130402
5	12	47	5	69	3105.0	22.4019559275
9	12	47	1	69	3602.66666667	44.2015226306
5	12	47	6	70	3104.66666667	22.2697269942
6	12	47	5	70	3474.0	23.1413682586
6	12	47	6	71	3470.33333333	22.9300238052
7	12	47	5	71	3502.0	27.2885089071
6	12	47	7	72	3486.33333333	22.7494908295
7	12	47	6	72	3569.33333333	26.3135058254
7	12	47	7	73	3566.66666667	25.7413708707
16	1	55	1	73	4104.33333333	34.8609849336
15	3	55	1	74	4138.33333333	36.0612679665
6	12	55	2	75	3688.66666667	31.8262791304
15	3	55	2	75	4085.0	34.6912041538
6	12	47	11	76	3464.66666667	22.5890791159
16	1	58	1	76	4123.33333333	33.3464683204
5	12	55	5	77	3093.0	21.8989293293
5	12	47	13	77	3109.0	22.2117917852
7	12	47	11	77	3587.0	25.7217100313
16	1	58	2	77	4122.33333333	33.2574056658
9	12	55	1	77	4145.0	38.5038778445
6	12	55	5	78	3647.66666667	21.994533233
6	12	55	6	79	3652.0	21.5683792905
7	12	55	5	79	3922.66666667	25.0931086838
18	1	58	2	79	4321.0	31.8294198276
6	12	55	7	80	3643.66666667	21.2128970121
7	12	55	6	80	3933.33333333	23.4995769864
8	12	55	5	80	4046.0	27.7908942456
18	1	60	1	80	4524.0	31.3125196583
6	12	58	5	81	3658.33333333	22.1402738404
7	12	55	7	81	3936.66666667	23.4712627388
8	12	55	6	81	4083.66666667	26.6291417275
9	12	55	5	81	4220.33333333	27.7873711472
6	12	58	6	82	3653.33333333	21.7084062129
7	12	58	5	82	3955.0	23.0460110365
8	12	55	7	82	3991.0	26.3019013141
9	12	55	6	82	4177.66666667	27.5495749748
6	12	60	5	83	3667.0	21.1370039195
7	12	58	6	83	3968.33333333	22.8168639106
8	12	58	5	83	4169.0	26.0183737632
6	12	60	6	84	3670.66666667	21.0865929461
7	12	58	7	84	3967.33333333	22.7980400018
8	12	58	6	84	4182.33333333	25.3704339396
9	12	58	5	84	4307.33333333	27.3557114368
6	12	60	7	85	3668.66666667	21.0120344477
7	12	60	6	85	3983.33333333	24.1016889722
8	12	58	7	85	4189.33333333	25.1087599806
9	12	58	6	85	4386.33333333	27.3179569611
6	20	55	5	86	3677.33333333	21.8541825703
7	12	60	7	86	3975.66666667	23.1729046811
8	12	60	6	86	4186.66666667	25.065472603
9	12	58	7	86	4309.66666667	26.4158753995
9	12	60	5	86	4414.66666667	26.7067448242
6	20	55	6	87	3680.66666667	21.3438148149
7	20	55	5	87	4173.66666667	21.6113754287
9	12	60	6	87	4398.66666667	26.0080566699
12	12	58	5	87	4463.33333333	30.3627537272
7	20	55	6	88	4112.33333333	20.6098900976
9	12	60	7	88	4421.33333333	26.1370933955
7	20	55	7	89	4128.66666667	20.4442677067
12	12	58	7	89	4437.66666667	29.8685198482
12	12	60	5	89	4513.33333333	30.1395089602
15	12	60	2	89	4588.66666667	43.2923690689
7	20	58	5	90	4221.33333333	22.6613667023
9	20	55	6	90	4253.66666667	22.82531912
12	12	60	6	90	4548.33333333	29.4587365655
16	12	60	2	90	4567.33333333	35.7558608157
7	20	58	6	91	4251.66666667	20.6971521836
8	20	58	5	91	4357.66666667	23.0668589165
12	12	60	7	91	4548.0	29.3597600748
7	20	60	5	92	4264.0	19.660444514
9	20	58	5	92	4420.66666667	23.1364565137
8	21	58	5	92	4447.0	24.2934868947
7	20	60	6	93	4260.0	19.3488107256
8	21	58	6	93	4358.33333333	21.9185902412
16	12	60	5	93	4699.0	31.5856448756
7	20	60	7	94	4256.0	19.1641574322
8	20	60	6	94	4600.66666667	20.5555202932
16	12	60	6	94	4635.0	30.6847602915
7	21	60	7	95	4297.33333333	19.4099613609
16	12	60	7	95	4699.33333333	30.3591942722
7	20	58	11	96	4266.66666667	19.3219397186
7	21	58	11	97	4304.33333333	19.1638728878
7	20	60	11	98	4259.0	19.0911814905
7	26	60	6	99	4323.33333333	19.5343570605
16	12	60	11	99	4640.33333333	30.2119977088
7	26	60	7	100	4323.66666667	19.1936906804
8	21	60	11	100	4455.66666667	20.0594036415
8	26	58	11	103	4476.0	20.1674779359
7	26	60	11	104	4325.33333333	19.136649248
8	26	60	11	105	4489.66666667	20.1975587492
16	26	60	5	107	4619.33333333	28.7100686555
16	26	60	6	108	4643.0	29.4471223137
16	26	60	7	109	4611.66666667	26.6761998108
25	20	60	6	111	4632.66666667	28.5752205132
9	37	60	6	112	4630.0	21.4707380321
16	26	60	11	113	4636.0	23.8752589481
8	26	60	21	115	4514.0	20.0114542777
16	26	60	13	115	4661.66666667	23.8071786492
20	39	60	7	126	4649.66666667	22.5499316781
20	39	58	11	128	4412.33333333	18.7391744221
20	39	60	21	140	4574.0	17.9160236686
25	37	60	23	145	4601.0	18.2638196285
20	59	60	11	150	4574.0	17.6713324919
20	59	60	18	157	4606.33333333	17.2848223928
28	59	60	11	158	4615.0	18.2537266642
20	59	60	23	162	4608.0	17.2442102779
25	59	60	18	162	4700.66666667	17.5030699713
28	59	60	23	170	4618.66666667	17.4520773025
