greeter	screener	dispenser	medic	resources	throughput	time
9	6	60	4	79	4571.33333333	21.8965953921
8	8	60	4	80	4570.33333333	19.8115253146
8	11	60	2	81	4568.33333333	19.2977778278
8	11	60	3	82	4557.33333333	19.1588701034
9	12	60	1	82	4641.0	35.6398140139
8	12	60	3	83	4600.66666667	20.073257554
8	11	60	5	84	4567.0	19.1411735375
8	13	60	3	84	4603.0	20.6333006996
8	12	60	5	85	4586.0	19.4531002154
8	13	60	5	86	4576.0	19.1570295309
15	6	60	5	86	4619.66666667	32.1792048956
18	8	60	2	88	4627.0	30.1157128175
15	12	60	3	90	4610.33333333	28.4050434688
15	12	60	4	91	4700.33333333	22.0308944694
15	12	60	5	92	4641.66666667	21.1881767137
15	12	60	7	94	4693.0	20.4748622505
19	13	60	4	96	4632.0	19.4201595452
22	13	57	5	97	4431.66666667	18.8181258355
18	14	59	6	97	4494.33333333	18.8908899433
22	13	57	6	98	4394.66666667	18.1602117595
19	13	60	6	98	4546.33333333	18.4412891748
18	13	60	7	98	4568.66666667	18.8764088711
22	13	57	7	99	4422.0	18.1075757839
19	13	60	7	99	4570.0	18.6641243865
22	13	60	5	100	4660.0	18.4927271079
22	13	60	6	101	4636.33333333	17.9718578575
22	13	60	7	102	4661.0	17.9688161516
22	13	60	9	104	4667.0	18.0823787319
22	17	60	5	104	4679.0	18.3625180411
22	17	60	6	105	4647.33333333	17.5333452461
15	12	60	21	108	4720.33333333	20.3354869751
22	26	60	21	129	4651.33333333	17.7199896766
46	39	60	7	152	4595.33333333	17.4313229975
