greeter	screener	dispenser	medic	resources	throughput	time
9	6	60	1	76	4546.33333333	40.8009540024
12	12	47	6	77	3623.0	26.5749146884
9	6	57	5	77	4334.0	29.3702601379
9	3	60	5	77	4411.0	35.3116080928
12	12	47	7	78	3630.33333333	26.3856144937
9	6	57	6	78	4328.66666667	29.1079565553
9	10	55	5	79	4187.0	23.7206588803
9	6	57	7	79	4316.66666667	29.0522114903
13	1	60	5	79	4596.33333333	42.6477544793
9	10	55	6	80	4139.66666667	23.5580018541
9	6	60	5	80	4519.33333333	28.3572410174
9	10	60	1	80	4587.33333333	37.1567404138
12	3	60	5	80	4604.33333333	38.7886238639
9	10	57	5	81	4282.66666667	22.84583155
9	6	60	6	81	4528.0	28.0486196658
9	10	57	6	82	4257.0	22.6983895584
16	1	60	5	82	4631.0	42.3383555529
9	10	57	7	83	4290.33333333	22.6171020037
9	12	57	5	83	4328.0	22.7410775697
12	6	60	5	83	4632.33333333	33.4482994394
9	10	60	5	84	4516.66666667	22.0919341526
12	6	60	6	84	4622.0	33.3280763175
9	10	60	6	85	4513.66666667	21.80480286
9	10	60	7	86	4502.33333333	21.1539930739
9	12	60	5	86	4506.0	21.3349599315
9	12	60	6	87	4532.0	21.2999159436
9	10	60	11	90	4529.66666667	21.064383447
12	12	60	6	90	4537.0	22.9046567281
12	14	60	5	91	4559.66666667	23.247942867
12	15	60	6	93	4540.0	22.4113647327
20	22	47	5	94	3639.0	20.6098299178
12	15	60	7	94	4548.0	22.3689195666
19	14	60	1	94	4679.33333333	43.4729869759
20	22	47	6	95	3609.33333333	20.3538610181
12	12	60	11	95	4550.0	22.9734705402
15	13	60	7	95	4601.0	24.3885129347
16	15	60	5	96	4638.66666667	22.7634523812
19	12	60	5	96	4657.0	27.8110630861
20	24	47	6	97	3638.66666667	20.0324765992
9	22	60	6	97	4604.33333333	21.3591378951
16	15	60	6	97	4636.66666667	22.4450089233
19	12	60	6	97	4688.33333333	27.0365418061
20	24	47	7	98	3658.0	19.8235920403
19	12	60	7	98	4696.66666667	26.7333602929
20	24	47	9	100	3648.0	19.7943826689
20	15	60	5	100	4651.66666667	23.7094430802
20	15	60	6	101	4675.33333333	23.9446688536
9	22	60	11	102	4577.0	20.9771243469
20	15	60	7	102	4670.66666667	23.5520554821
19	12	60	11	102	4710.66666667	26.5873375043
20	22	55	7	104	4145.33333333	19.5443019487
20	22	57	5	104	4344.66666667	19.9756474466
19	24	55	7	105	4170.0	19.3048203648
19	24	57	6	106	4315.0	18.6511829816
22	22	57	6	107	4373.66666667	19.0166755932
20	22	60	5	107	4639.0	19.6434785354
22	22	57	7	108	4413.33333333	18.3170033766
20	22	60	6	108	4629.33333333	19.2547760468
20	22	60	7	109	4633.66666667	19.1487996085
18	26	60	5	109	4637.66666667	19.2880478066
19	24	60	7	110	4580.66666667	18.2668396304
20	24	60	6	110	4654.66666667	19.3712135384
22	22	60	7	111	4562.66666667	17.8336095441
18	26	60	7	111	4592.33333333	19.0035918244
19	22	60	11	112	4603.33333333	18.0997367738
20	22	60	11	113	4610.66666667	17.6567372874
20	26	60	11	117	4629.66666667	17.911609566
20	39	60	6	125	4631.66666667	19.0305875633
20	39	60	7	126	4660.33333333	18.7308353438
40	27	60	6	133	4612.66666667	17.6016559099
40	27	60	7	134	4625.66666667	17.6323285461
40	27	60	11	138	4622.0	17.4298013779
